IncidentId,Factor_Type,Factor,Factor_Text
31505588,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31505731,Human Factor,17,MISJUDGE CLEARANCE
31505749,Human Factor,14,INATTENTION
31506238,Human Factor,04,DISTRACTION
31506242,Human Factor,11,FOLLOWING TOO CLOSE
31506245,Human Factor,17,MISJUDGE CLEARANCE
31506256,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31506285,Human Factor,12,IMPROPER BACKING
31507015,Human Factor,04,DISTRACTION
31507996,Human Factor,26,FAILED TO KEEP PROPER LANE
31508001,Human Factor,11,FOLLOWING TOO CLOSE
31508061,Human Factor,14,INATTENTION
31508683,Human Factor,04,DISTRACTION
31508690,Human Factor,11,FOLLOWING TOO CLOSE
31508781,Human Factor,17,MISJUDGE CLEARANCE
31508969,Human Factor,11,FOLLOWING TOO CLOSE
31509046,Human Factor,11,FOLLOWING TOO CLOSE
31509047,Human Factor,18,NOT UNDER PROPER CONTROL
31509123,Human Factor,14,INATTENTION
31509370,Human Factor,26,FAILED TO KEEP PROPER LANE
31509664,Human Factor,11,FOLLOWING TOO CLOSE
31509685,Human Factor,26,FAILED TO KEEP PROPER LANE
31509690,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31509924,Human Factor,12,IMPROPER BACKING
31511376,Human Factor,17,MISJUDGE CLEARANCE
31511747,Human Factor,11,FOLLOWING TOO CLOSE
31511749,Human Factor,17,MISJUDGE CLEARANCE
31511946,Human Factor,26,FAILED TO KEEP PROPER LANE
31512033,Human Factor,09,FATIGUE
31512437,Human Factor,12,IMPROPER BACKING
31512865,Human Factor,14,INATTENTION
31512985,Human Factor,04,DISTRACTION
31512986,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31513150,Human Factor,17,MISJUDGE CLEARANCE
31513173,Human Factor,14,INATTENTION
31513190,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31513192,Human Factor,14,INATTENTION
31514136,Human Factor,14,INATTENTION
31514342,Human Factor,17,MISJUDGE CLEARANCE
31514343,Human Factor,14,INATTENTION
31514353,Human Factor,16,MEDICATION
31514447,Human Factor,03,DISREGARD TRAFFIC CONTROL
31514541,Human Factor,14,INATTENTION
31514542,Human Factor,26,FAILED TO KEEP PROPER LANE
31514697,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31514832,Human Factor,18,NOT UNDER PROPER CONTROL
31514833,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31514834,Human Factor,04,DISTRACTION
31514839,Human Factor,18,NOT UNDER PROPER CONTROL
31514844,Human Factor,14,INATTENTION
31515766,Human Factor,14,INATTENTION
31515853,Human Factor,04,DISTRACTION
31516707,Human Factor,17,MISJUDGE CLEARANCE
31516710,Human Factor,18,NOT UNDER PROPER CONTROL
31516711,Human Factor,17,MISJUDGE CLEARANCE
31516721,Human Factor,17,MISJUDGE CLEARANCE
31516759,Human Factor,14,INATTENTION
31516761,Human Factor,12,IMPROPER BACKING
31516762,Human Factor,04,DISTRACTION
31516796,Human Factor,11,FOLLOWING TOO CLOSE
31516799,Human Factor,12,IMPROPER BACKING
31517413,Human Factor,11,FOLLOWING TOO CLOSE
31517529,Human Factor,17,MISJUDGE CLEARANCE
31517862,Human Factor,17,MISJUDGE CLEARANCE
31518133,Human Factor,26,FAILED TO KEEP PROPER LANE
31518288,Human Factor,01,ALCOHOL INVOLVEMENT
31518689,Human Factor,02,CELL PHONE
31519390,Human Factor,14,INATTENTION
31519392,Human Factor,14,INATTENTION
31519393,Human Factor,11,FOLLOWING TOO CLOSE
31519394,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31519395,Human Factor,17,MISJUDGE CLEARANCE
31519396,Human Factor,17,MISJUDGE CLEARANCE
31519398,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31519400,Human Factor,14,INATTENTION
31519402,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31519457,Human Factor,14,INATTENTION
31519533,Human Factor,14,INATTENTION
31519536,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31519583,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31519587,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31519749,Human Factor,12,IMPROPER BACKING
31519936,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31520008,Human Factor,03,DISREGARD TRAFFIC CONTROL
31520009,Human Factor,12,IMPROPER BACKING
31520011,Human Factor,05,DRUG INVOLVEMENT
31520044,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31520058,Human Factor,17,MISJUDGE CLEARANCE
31520060,Human Factor,18,NOT UNDER PROPER CONTROL
31520130,Human Factor,13,IMPROPER PASSING
31520500,Human Factor,11,FOLLOWING TOO CLOSE
31520903,Human Factor,17,MISJUDGE CLEARANCE
31520904,Human Factor,11,FOLLOWING TOO CLOSE
31520905,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31520908,Human Factor,03,DISREGARD TRAFFIC CONTROL
31521347,Human Factor,17,MISJUDGE CLEARANCE
31521348,Human Factor,18,NOT UNDER PROPER CONTROL
31521349,Human Factor,17,MISJUDGE CLEARANCE
31521350,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31521351,Human Factor,18,NOT UNDER PROPER CONTROL
31522057,Human Factor,11,FOLLOWING TOO CLOSE
31522058,Human Factor,11,FOLLOWING TOO CLOSE
31522210,Human Factor,18,NOT UNDER PROPER CONTROL
31522211,Human Factor,14,INATTENTION
31522597,Human Factor,17,MISJUDGE CLEARANCE
31523725,Human Factor,04,DISTRACTION
31523727,Human Factor,11,FOLLOWING TOO CLOSE
31523730,Human Factor,11,FOLLOWING TOO CLOSE
31523731,Human Factor,17,MISJUDGE CLEARANCE
31523747,Human Factor,14,INATTENTION
31523978,Human Factor,26,FAILED TO KEEP PROPER LANE
31524036,Human Factor,12,IMPROPER BACKING
31524513,Human Factor,26,FAILED TO KEEP PROPER LANE
31524514,Human Factor,11,FOLLOWING TOO CLOSE
31524515,Human Factor,12,IMPROPER BACKING
31524753,Human Factor,14,INATTENTION
31524763,Human Factor,11,FOLLOWING TOO CLOSE
31524805,Human Factor,14,INATTENTION
31524806,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31524991,Human Factor,14,INATTENTION
31525097,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31525831,Human Factor,26,FAILED TO KEEP PROPER LANE
31526012,Human Factor,03,DISREGARD TRAFFIC CONTROL
31526373,Human Factor,14,INATTENTION
31527915,Human Factor,11,FOLLOWING TOO CLOSE
31527917,Human Factor,26,FAILED TO KEEP PROPER LANE
31527919,Human Factor,19,OVERCORRECTING/OVERSTEERING
31527921,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31527923,Human Factor,14,INATTENTION
31527926,Human Factor,17,MISJUDGE CLEARANCE
31527927,Human Factor,11,FOLLOWING TOO CLOSE
31528268,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31528324,Human Factor,11,FOLLOWING TOO CLOSE
31528330,Human Factor,11,FOLLOWING TOO CLOSE
31528649,Human Factor,14,INATTENTION
31529142,Human Factor,12,IMPROPER BACKING
31529143,Human Factor,17,MISJUDGE CLEARANCE
31529144,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31529236,Human Factor,11,FOLLOWING TOO CLOSE
31529284,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31529285,Human Factor,17,MISJUDGE CLEARANCE
31529580,Human Factor,05,DRUG INVOLVEMENT
31529599,Human Factor,17,MISJUDGE CLEARANCE
31529704,Human Factor,14,INATTENTION
31529705,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31529706,Human Factor,11,FOLLOWING TOO CLOSE
31529957,Human Factor,02,CELL PHONE
31530133,Human Factor,18,NOT UNDER PROPER CONTROL
31530361,Human Factor,17,MISJUDGE CLEARANCE
31530589,Human Factor,14,INATTENTION
31530591,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31530885,Human Factor,18,NOT UNDER PROPER CONTROL
31530894,Human Factor,17,MISJUDGE CLEARANCE
31531010,Human Factor,12,IMPROPER BACKING
31531429,Human Factor,26,FAILED TO KEEP PROPER LANE
31531512,Human Factor,14,INATTENTION
31531541,Human Factor,11,FOLLOWING TOO CLOSE
31531738,Human Factor,12,IMPROPER BACKING
31531906,Human Factor,17,MISJUDGE CLEARANCE
31531909,Human Factor,12,IMPROPER BACKING
31531941,Human Factor,01,ALCOHOL INVOLVEMENT
31532347,Human Factor,13,IMPROPER PASSING
31532621,Human Factor,11,FOLLOWING TOO CLOSE
31532628,Human Factor,06,EMOTIONAL
31533222,Human Factor,01,ALCOHOL INVOLVEMENT
31533349,Human Factor,14,INATTENTION
31533516,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31533587,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31533588,Human Factor,18,NOT UNDER PROPER CONTROL
31533589,Human Factor,09,FATIGUE
31533881,Human Factor,05,DRUG INVOLVEMENT
31533882,Human Factor,14,INATTENTION
31534788,Human Factor,03,DISREGARD TRAFFIC CONTROL
31535020,Human Factor,14,INATTENTION
31535027,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31535071,Human Factor,02,CELL PHONE
31535245,Human Factor,04,DISTRACTION
31535854,Human Factor,14,INATTENTION
31536624,Human Factor,14,INATTENTION
31536690,Human Factor,03,DISREGARD TRAFFIC CONTROL
31536691,Human Factor,04,DISTRACTION
31536702,Human Factor,26,FAILED TO KEEP PROPER LANE
31536703,Human Factor,18,NOT UNDER PROPER CONTROL
31536704,Human Factor,26,FAILED TO KEEP PROPER LANE
31536707,Human Factor,18,NOT UNDER PROPER CONTROL
31536711,Human Factor,11,FOLLOWING TOO CLOSE
31536712,Human Factor,12,IMPROPER BACKING
31536714,Human Factor,17,MISJUDGE CLEARANCE
31537128,Human Factor,11,FOLLOWING TOO CLOSE
31538465,Human Factor,04,DISTRACTION
31540572,Human Factor,14,INATTENTION
31540642,Human Factor,01,ALCOHOL INVOLVEMENT
31541058,Human Factor,14,INATTENTION
31541270,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31541324,Human Factor,16,MEDICATION
31541327,Human Factor,01,ALCOHOL INVOLVEMENT
31541476,Human Factor,26,FAILED TO KEEP PROPER LANE
31542086,Human Factor,03,DISREGARD TRAFFIC CONTROL
31544876,Human Factor,17,MISJUDGE CLEARANCE
31544979,Human Factor,11,FOLLOWING TOO CLOSE
31544980,Human Factor,11,FOLLOWING TOO CLOSE
31544981,Human Factor,14,INATTENTION
31544984,Human Factor,11,FOLLOWING TOO CLOSE
31544986,Human Factor,04,DISTRACTION
31544989,Human Factor,18,NOT UNDER PROPER CONTROL
31544994,Human Factor,14,INATTENTION
31544997,Human Factor,26,FAILED TO KEEP PROPER LANE
31544999,Human Factor,14,INATTENTION
31545460,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31545868,Human Factor,26,FAILED TO KEEP PROPER LANE
31546001,Human Factor,14,INATTENTION
31546006,Human Factor,11,FOLLOWING TOO CLOSE
31546008,Human Factor,12,IMPROPER BACKING
31546330,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31546349,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31546350,Human Factor,14,INATTENTION
31546365,Human Factor,02,CELL PHONE
31546497,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31546499,Human Factor,05,DRUG INVOLVEMENT
31546719,Human Factor,17,MISJUDGE CLEARANCE
31546960,Human Factor,04,DISTRACTION
31546976,Human Factor,11,FOLLOWING TOO CLOSE
31547066,Human Factor,14,INATTENTION
31547086,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547122,Human Factor,17,MISJUDGE CLEARANCE
31547232,Human Factor,18,NOT UNDER PROPER CONTROL
31547270,Human Factor,17,MISJUDGE CLEARANCE
31547273,Human Factor,04,DISTRACTION
31547275,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547276,Human Factor,17,MISJUDGE CLEARANCE
31547295,Human Factor,18,NOT UNDER PROPER CONTROL
31547296,Human Factor,03,DISREGARD TRAFFIC CONTROL
31547297,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547298,Human Factor,03,DISREGARD TRAFFIC CONTROL
31547299,Human Factor,12,IMPROPER BACKING
31547300,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547301,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547303,Human Factor,14,INATTENTION
31547304,Human Factor,11,FOLLOWING TOO CLOSE
31547327,Human Factor,05,DRUG INVOLVEMENT
31547328,Human Factor,26,FAILED TO KEEP PROPER LANE
31547329,Human Factor,03,DISREGARD TRAFFIC CONTROL
31547337,Human Factor,04,DISTRACTION
31547342,Human Factor,14,INATTENTION
31547343,Human Factor,14,INATTENTION
31547344,Human Factor,11,FOLLOWING TOO CLOSE
31547345,Human Factor,17,MISJUDGE CLEARANCE
31547346,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547363,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547365,Human Factor,12,IMPROPER BACKING
31547366,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31547367,Human Factor,14,INATTENTION
31547370,Human Factor,14,INATTENTION
31547526,Human Factor,04,DISTRACTION
31548300,Human Factor,17,MISJUDGE CLEARANCE
31548387,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31550493,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31550892,Human Factor,14,INATTENTION
31551079,Human Factor,26,FAILED TO KEEP PROPER LANE
31551097,Human Factor,14,INATTENTION
31551154,Human Factor,18,NOT UNDER PROPER CONTROL
31551158,Human Factor,11,FOLLOWING TOO CLOSE
31551161,Human Factor,18,NOT UNDER PROPER CONTROL
31551332,Human Factor,17,MISJUDGE CLEARANCE
31551914,Human Factor,01,ALCOHOL INVOLVEMENT
31552462,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31552463,Human Factor,11,FOLLOWING TOO CLOSE
31552464,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31552465,Human Factor,26,FAILED TO KEEP PROPER LANE
31552467,Human Factor,18,NOT UNDER PROPER CONTROL
31552468,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31552470,Human Factor,03,DISREGARD TRAFFIC CONTROL
31552471,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31552513,Human Factor,18,NOT UNDER PROPER CONTROL
31552520,Human Factor,20,PHYSICAL DISABILITY
31552522,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31552525,Human Factor,14,INATTENTION
31552527,Human Factor,18,NOT UNDER PROPER CONTROL
31552529,Human Factor,18,NOT UNDER PROPER CONTROL
31552532,Human Factor,14,INATTENTION
31552533,Human Factor,23,TURNING IMPROPERLY
31552614,Human Factor,11,FOLLOWING TOO CLOSE
31553890,Human Factor,17,MISJUDGE CLEARANCE
31553895,Human Factor,17,MISJUDGE CLEARANCE
31553903,Human Factor,12,IMPROPER BACKING
31553911,Human Factor,14,INATTENTION
31553922,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31553923,Human Factor,02,CELL PHONE
31554639,Human Factor,17,MISJUDGE CLEARANCE
31554725,Human Factor,11,FOLLOWING TOO CLOSE
31554744,Human Factor,17,MISJUDGE CLEARANCE
31555273,Human Factor,04,DISTRACTION
31555281,Human Factor,11,FOLLOWING TOO CLOSE
31555540,Human Factor,17,MISJUDGE CLEARANCE
31555691,Human Factor,12,IMPROPER BACKING
31555782,Human Factor,14,INATTENTION
31555785,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31555923,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31555946,Human Factor,05,DRUG INVOLVEMENT
31555948,Human Factor,11,FOLLOWING TOO CLOSE
31555957,Human Factor,12,IMPROPER BACKING
31556129,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31556136,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31556219,Human Factor,11,FOLLOWING TOO CLOSE
31556221,Human Factor,22,TOO FAST FOR CONDITIONS
31556222,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31556367,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31556368,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31556433,Human Factor,11,FOLLOWING TOO CLOSE
31556436,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31556704,Human Factor,11,FOLLOWING TOO CLOSE
31557203,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31557245,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31558477,Human Factor,03,DISREGARD TRAFFIC CONTROL
31558668,Human Factor,12,IMPROPER BACKING
31558764,Human Factor,17,MISJUDGE CLEARANCE
31559670,Human Factor,26,FAILED TO KEEP PROPER LANE
31559672,Human Factor,17,MISJUDGE CLEARANCE
31559674,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31559678,Human Factor,04,DISTRACTION
31559692,Human Factor,04,DISTRACTION
31559701,Human Factor,18,NOT UNDER PROPER CONTROL
31559702,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31559877,Human Factor,11,FOLLOWING TOO CLOSE
31560206,Human Factor,11,FOLLOWING TOO CLOSE
31560243,Human Factor,04,DISTRACTION
31560335,Human Factor,11,FOLLOWING TOO CLOSE
31560338,Human Factor,11,FOLLOWING TOO CLOSE
31560339,Human Factor,04,DISTRACTION
31560340,Human Factor,11,FOLLOWING TOO CLOSE
31560370,Human Factor,11,FOLLOWING TOO CLOSE
31560530,Human Factor,17,MISJUDGE CLEARANCE
31560694,Human Factor,14,INATTENTION
31560729,Human Factor,01,ALCOHOL INVOLVEMENT
31560803,Human Factor,11,FOLLOWING TOO CLOSE
31560914,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31560915,Human Factor,18,NOT UNDER PROPER CONTROL
31560916,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31560918,Human Factor,11,FOLLOWING TOO CLOSE
31560919,Human Factor,11,FOLLOWING TOO CLOSE
31560922,Human Factor,11,FOLLOWING TOO CLOSE
31560928,Human Factor,10,FELL ASLEEP
31560931,Human Factor,11,FOLLOWING TOO CLOSE
31560933,Human Factor,14,INATTENTION
31560934,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31560936,Human Factor,04,DISTRACTION
31560938,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31560939,Human Factor,04,DISTRACTION
31560940,Human Factor,23,TURNING IMPROPERLY
31560941,Human Factor,12,IMPROPER BACKING
31561130,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31561171,Human Factor,01,ALCOHOL INVOLVEMENT
31561217,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31561530,Human Factor,17,MISJUDGE CLEARANCE
31561638,Human Factor,13,IMPROPER PASSING
31561844,Human Factor,04,DISTRACTION
31561878,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31561963,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31561994,Human Factor,12,IMPROPER BACKING
31562049,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31562101,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31562102,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31562166,Human Factor,04,DISTRACTION
31562183,Human Factor,17,MISJUDGE CLEARANCE
31562187,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31562203,Human Factor,11,FOLLOWING TOO CLOSE
31562550,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31562554,Human Factor,18,NOT UNDER PROPER CONTROL
31562648,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31562756,Human Factor,17,MISJUDGE CLEARANCE
31562778,Human Factor,12,IMPROPER BACKING
31562878,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31562920,Human Factor,18,NOT UNDER PROPER CONTROL
31563251,Human Factor,14,INATTENTION
31563258,Human Factor,10,FELL ASLEEP
31563324,Human Factor,14,INATTENTION
31563676,Human Factor,18,NOT UNDER PROPER CONTROL
31563677,Human Factor,11,FOLLOWING TOO CLOSE
31563779,Human Factor,03,DISREGARD TRAFFIC CONTROL
31563781,Human Factor,01,ALCOHOL INVOLVEMENT
31564046,Human Factor,14,INATTENTION
31564242,Human Factor,12,IMPROPER BACKING
31564390,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31564455,Human Factor,17,MISJUDGE CLEARANCE
31564479,Human Factor,04,DISTRACTION
31564606,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31564815,Human Factor,14,INATTENTION
31564885,Human Factor,11,FOLLOWING TOO CLOSE
31565286,Human Factor,14,INATTENTION
31565339,Human Factor,26,FAILED TO KEEP PROPER LANE
31565539,Human Factor,12,IMPROPER BACKING
31565851,Human Factor,26,FAILED TO KEEP PROPER LANE
31565880,Human Factor,02,CELL PHONE
31565902,Human Factor,10,FELL ASLEEP
31566247,Human Factor,26,FAILED TO KEEP PROPER LANE
31566248,Human Factor,14,INATTENTION
31566265,Human Factor,18,NOT UNDER PROPER CONTROL
31566439,Human Factor,04,DISTRACTION
31567363,Human Factor,13,IMPROPER PASSING
31567365,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31567366,Human Factor,11,FOLLOWING TOO CLOSE
31567368,Human Factor,17,MISJUDGE CLEARANCE
31567370,Human Factor,17,MISJUDGE CLEARANCE
31567373,Human Factor,18,NOT UNDER PROPER CONTROL
31567375,Human Factor,11,FOLLOWING TOO CLOSE
31567378,Human Factor,11,FOLLOWING TOO CLOSE
31567384,Human Factor,14,INATTENTION
31567387,Human Factor,03,DISREGARD TRAFFIC CONTROL
31568893,Human Factor,11,FOLLOWING TOO CLOSE
31569680,Human Factor,11,FOLLOWING TOO CLOSE
31570397,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31570442,Human Factor,04,DISTRACTION
31570789,Human Factor,14,INATTENTION
31571163,Human Factor,12,IMPROPER BACKING
31571455,Human Factor,17,MISJUDGE CLEARANCE
31576645,Human Factor,26,FAILED TO KEEP PROPER LANE
31578872,Human Factor,18,NOT UNDER PROPER CONTROL
31578876,Human Factor,26,FAILED TO KEEP PROPER LANE
31578885,Human Factor,26,FAILED TO KEEP PROPER LANE
31578891,Human Factor,18,NOT UNDER PROPER CONTROL
31578895,Human Factor,18,NOT UNDER PROPER CONTROL
31578902,Human Factor,17,MISJUDGE CLEARANCE
31578910,Human Factor,14,INATTENTION
31579214,Human Factor,11,FOLLOWING TOO CLOSE
31579551,Human Factor,11,FOLLOWING TOO CLOSE
31584562,Human Factor,11,FOLLOWING TOO CLOSE
31584565,Human Factor,11,FOLLOWING TOO CLOSE
31587087,Human Factor,03,DISREGARD TRAFFIC CONTROL
31588067,Human Factor,12,IMPROPER BACKING
31592496,Human Factor,11,FOLLOWING TOO CLOSE
31609583,Human Factor,14,INATTENTION
31624079,Human Factor,12,IMPROPER BACKING
31626575,Human Factor,26,FAILED TO KEEP PROPER LANE
31630355,Human Factor,11,FOLLOWING TOO CLOSE
31630370,Human Factor,12,IMPROPER BACKING
31630384,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31630386,Human Factor,11,FOLLOWING TOO CLOSE
31630387,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31630407,Human Factor,23,TURNING IMPROPERLY
31630423,Human Factor,14,INATTENTION
31630431,Human Factor,14,INATTENTION
31634878,Human Factor,17,MISJUDGE CLEARANCE
31638289,Human Factor,18,NOT UNDER PROPER CONTROL
31639366,Human Factor,02,CELL PHONE
31639368,Human Factor,17,MISJUDGE CLEARANCE
31639370,Human Factor,26,FAILED TO KEEP PROPER LANE
31639374,Human Factor,18,NOT UNDER PROPER CONTROL
31639375,Human Factor,18,NOT UNDER PROPER CONTROL
31639377,Human Factor,01,ALCOHOL INVOLVEMENT
31639378,Human Factor,14,INATTENTION
31641602,Human Factor,12,IMPROPER BACKING
31641603,Human Factor,14,INATTENTION
31650879,Human Factor,11,FOLLOWING TOO CLOSE
31651315,Human Factor,01,ALCOHOL INVOLVEMENT
31651323,Human Factor,14,INATTENTION
31651324,Human Factor,17,MISJUDGE CLEARANCE
31651328,Human Factor,11,FOLLOWING TOO CLOSE
31651329,Human Factor,02,CELL PHONE
31651341,Human Factor,23,TURNING IMPROPERLY
31656906,Human Factor,12,IMPROPER BACKING
31661442,Human Factor,01,ALCOHOL INVOLVEMENT
31661593,Human Factor,18,NOT UNDER PROPER CONTROL
31666267,Human Factor,18,NOT UNDER PROPER CONTROL
